date,account,category,amount,currency,converted amount,currency,description
04/06/2026,Cash,Bills,"-20,000",SYP,-1.42,USD,
04/06/2026,Cash,Entertainment,"-30,000",SYP,-2.13,USD,سواح
04/06/2026,Cash,Bills,"-3,000",SYP,-0.213,USD,
04/06/2026,حكيم,To 'Cash',"-235,000",SYP,-16.685,USD,انترنت
04/06/2026,حكيم,To 'Cash',"-30,000",SYP,-2.13,USD,سواح
04/06/2026,New Cash,To 'Cash',-200,ZWL,-1.431,USD,
04/06/2026,محمد,To 'Cash',"-120,000",SYP,-8.52,USD,وحدات
04/06/2026,Cash,To 'New Cash',"-100,000",SYP,-7.1,USD,
04/06/2026,USD,To 'Cash',-5,USD,-5,USD,
04/06/2026,Cash,To 'حكيم',"-69,875",SYP,-4.961,USD,بنزين
04/06/2026,Cash,To 'حكيم',"-60,000",SYP,-4.26,USD,وحدات
04/06/2026,Shop,To 'Cash',"-60,000",SYP,-4.26,USD,
04/06/2026,Cash,From 'حكيم',"235,000",SYP,16.685,USD,انترنت
04/06/2026,Cash,From 'حكيم',"30,000",SYP,2.13,USD,سواح
04/06/2026,Cash,From 'New Cash',"20,000",SYP,1.431,USD,
04/06/2026,Cash,From 'محمد',"120,000",SYP,8.52,USD,وحدات
04/06/2026,New Cash,From 'Cash',"1,000",ZWL,7.1,USD,
04/06/2026,Cash,From 'USD',"69,875",SYP,5,USD,
04/06/2026,حكيم,From 'Cash',"69,875",SYP,4.961,USD,بنزين
04/06/2026,حكيم,From 'Cash',"60,000",SYP,4.26,USD,وحدات
04/06/2026,Cash,From 'Shop',"60,000",SYP,4.26,USD,
04/06/2026,Cash,Taxi,"-35,000",SYP,-2.485,USD,
04/06/2026,Cash,House,"-60,000",SYP,-4.26,USD,فواكي
04/06/2026,USD,Moony,-300,USD,-300,USD,
04/06/2026,USD,Moony,-50,USD,-50,USD,عيدية
04/06/2026,USD,House,-300,USD,-300,USD,
04/06/2026,USD,House,-100,USD,-100,USD,عيدية
04/06/2026,New Cash,To 'Cash',-950,ZWL,-6.797,USD,
04/06/2026,Cash,To 'حكيم',"-13,200",SYP,-0.937,USD,وحدات
04/06/2026,Shop,To 'Cash',"-13,200",SYP,-0.937,USD,
04/06/2026,Cash,From 'New Cash',"95,000",SYP,6.797,USD,
04/06/2026,حكيم,From 'Cash',"13,200",SYP,0.937,USD,وحدات
04/06/2026,Cash,From 'Shop',"13,200",SYP,0.937,USD,
05/06/2026,New Cash,To 'Cash',"-22,780",ZWL,-159.46,USD,
05/06/2026,Cash,From 'New Cash',"2,278,000",SYP,159.46,USD,
05/06/2026,Cash,Bills,"-20,000",SYP,-1.42,USD,
05/06/2026,Cash,Home,"-34,000",SYP,-2.414,USD,حمص
05/06/2026,New Cash,To 'Cash',-500,ZWL,-3.5,USD,
05/06/2026,Cash,From 'New Cash',"50,000",SYP,3.5,USD,
05/06/2026,Cash,Home,"-18,000",SYP,-1.278,USD,كولا
05/06/2026,Cash,Taxi,"-35,000",SYP,-2.485,USD,
05/06/2026,Cash,Home,"-135,000",SYP,-9.585,USD,مول
05/06/2026,Cash,Health,"-165,000",SYP,-11.715,USD,دوا
05/06/2026,Cash,YYY,"-20,000",SYP,-1.42,USD,معسل
05/06/2026,حكيم,To 'Cash',"-135,000",SYP,-9.585,USD,مول
05/06/2026,Cash,From 'حكيم',"135,000",SYP,9.585,USD,مول
05/06/2026,حكيم,To 'Cash',"-165,000",SYP,-11.715,USD,دوا
05/06/2026,Cash,From 'حكيم',"165,000",SYP,11.715,USD,دوا
05/06/2026,حكيم,To 'Cash',"-20,000",SYP,-1.42,USD,معسل
05/06/2026,Cash,From 'حكيم',"20,000",SYP,1.42,USD,معسل
05/06/2026,USD,To 'Cash',-200,USD,-200,USD,
05/06/2026,Cash,From 'USD',"2,780,000",SYP,200,USD,
05/06/2026,Cash,To 'New Cash',"-2,780,000",SYP,-197.38,USD,
05/06/2026,New Cash,From 'Cash',"27,800",ZWL,197.38,USD,
06/06/2026,Cash,To 'حافظ',"-960,000",SYP,-68.16,USD,
06/06/2026,Cash,To 'حكيم',"-440,000",SYP,-31.24,USD,
06/06/2026,حافظ,From 'Cash',"960,000",SYP,68.16,USD,
06/06/2026,حكيم,From 'Cash',"440,000",SYP,31.24,USD,
06/06/2026,Cash,Taxi,"-48,000",SYP,-3.408,USD,
06/06/2026,Cash,Eating out,"-210,000",SYP,-14.91,USD,شام غريل
06/06/2026,USD,Clothes,-29,USD,-29,USD,
06/06/2026,Cash,Bills,"-45,000",SYP,-3.195,USD,باركينغ
06/06/2026,Cash,Moony,"-169,000",SYP,-11.999,USD,قميص نوم
06/06/2026,Cash,Home,"-36,000",SYP,-2.556,USD,شامبو
06/06/2026,USD,Car,-20,USD,-20,USD,بنزين
06/06/2026,USD,Moony,-358,USD,-358,USD,محبس
06/06/2026,Cash,Home,"-6,000",SYP,-0.426,USD,مي
06/06/2026,Cash,Moony,"-240,000",SYP,-17.04,USD,كاتو
06/06/2026,Cash,Home,"-64,000",SYP,-4.544,USD,فواكي
07/06/2026,Cash,Bills,"-32,000",SYP,-2.272,USD,
07/06/2026,Cash,Taxi,"-50,000",SYP,-3.55,USD,
07/06/2026,Cash,Sports,"-35,000",SYP,-2.485,USD,
07/06/2026,حكيم,To 'Cash',"-35,000",SYP,-2.485,USD,طابة
07/06/2026,Cash,From 'حكيم',"35,000",SYP,2.485,USD,طابة
08/06/2026,Cash,Home,"-50,000",SYP,-3.55,USD,كهربجي
08/06/2026,Cash,Home,"-22,000",SYP,-1.562,USD,خبز
08/06/2026,New Cash,To 'Cash',-220,ZWL,-1.554,USD,
08/06/2026,Cash,From 'New Cash',"22,000",SYP,1.554,USD,
08/06/2026,Cash,Home,"-24,000",SYP,-1.704,USD,خضرا
08/06/2026,Cash,Home,"-33,000",SYP,-2.343,USD,اجبان
08/06/2026,Cash,Home,"-28,000",SYP,-1.988,USD,بهارات
08/06/2026,New Cash,To 'Cash',-300,ZWL,-2.12,USD,
08/06/2026,Cash,From 'New Cash',"30,000",SYP,2.12,USD,
09/06/2026,Cash,Taxi,"-30,000",SYP,-2.1,USD,
09/06/2026,Cash,House,"-26,500",SYP,-1.855,USD,فواكي
09/06/2026,Cash,House,"-10,000",SYP,-0.7,USD,نيون
09/06/2026,Cash,Entertainment,"-70,000",SYP,-4.9,USD,سواح
09/06/2026,USD,To 'Cash',-200,USD,-200,USD,
09/06/2026,Cash,To 'حكيم',"-70,000",SYP,-4.9,USD,سواح
09/06/2026,Cash,From 'USD',"2,850,000",SYP,200,USD,
09/06/2026,حكيم,From 'Cash',"70,000",SYP,4.9,USD,سواح
10/06/2026,Cash,Health,"-62,000",SYP,-4.278,USD,دوا
10/06/2026,Cash,Clothes,"-165,000",SYP,-11.385,USD,كنزة
10/06/2026,Cash,Eating out,"-68,000",SYP,-4.692,USD,شاورما
10/06/2026,Cash,Entertainment,"-20,000",SYP,-1.38,USD,سواح
10/06/2026,Cash,Eating out,"-90,000",SYP,-6.21,USD,ماليبو
10/06/2026,Cash,YYY,"-169,000",SYP,-11.661,USD,معسل
10/06/2026,Cash,Bills,"-10,000",SYP,-0.69,USD,
10/06/2026,Cash,To 'حكيم',"-85,000",SYP,-5.865,USD,دبرياج
10/06/2026,Cash,To 'حكيم',"-67,000",SYP,-4.623,USD,شاورما
10/06/2026,حكيم,To 'Cash',"-20,000",SYP,-1.38,USD,سواح
10/06/2026,حكيم,From 'Cash',"85,000",SYP,5.865,USD,دبرياج
10/06/2026,حكيم,From 'Cash',"67,000",SYP,4.623,USD,شاورما
10/06/2026,Cash,From 'حكيم',"20,000",SYP,1.38,USD,سواح
11/06/2026,Cash,To 'New Cash',"-1,923,500",SYP,-132.721,USD,
11/06/2026,New Cash,From 'Cash',"19,235",ZWL,132.721,USD,
11/06/2026,Cash,Home,"-82,000",SYP,-5.658,USD,سمنة
11/06/2026,Cash,Home,"-294,000",SYP,-20.286,USD,مسدس مي
11/06/2026,Cash,Health,"-10,000",SYP,-0.69,USD,
12/06/2026,Cash,Home,"-160,000",SYP,-11.04,USD,متفرقات
12/06/2026,Cash,Eating out,"-10,000",SYP,-0.69,USD,بوظة
12/06/2026,Cash,Health,"-35,000",SYP,-2.415,USD,
12/06/2026,Cash,YYY,"-35,000",SYP,-2.415,USD,قزازة
12/06/2026,Cash,YYY,"-22,000",SYP,-1.518,USD,معسل
12/06/2026,Cash,YYY,"-25,000",SYP,-1.725,USD,راس
12/06/2026,Cash,YYY,"-45,000",SYP,-3.105,USD,بربيش
13/06/2026,Cash,Moony,"-350,000",SYP,-24.15,USD,بيجاما
13/06/2026,New Cash,To 'Cash',"-31,470",ZWL,-218.527,USD,
13/06/2026,Cash,From 'New Cash',"3,147,000",SYP,218.527,USD,
13/06/2026,Cash,Clothes,"-450,000",SYP,-31.05,USD,تياب
13/06/2026,Cash,Bills,"-20,000",SYP,-1.38,USD,
13/06/2026,Cash,Clothes,"-435,000",SYP,-30.015,USD,تياب
13/06/2026,Cash,Entertainment,"-842,000",SYP,-58.098,USD,مزرعة
13/06/2026,Cash,Home,"-117,000",SYP,-8.073,USD,قزاز
14/06/2026,Cash,To 'حكيم',"-155,000",SYP,-10.85,USD,موالح مزرعة
14/06/2026,Cash,To 'حكيم',"-45,000",SYP,-3.15,USD,مايونيز مزرعة
14/06/2026,حكيم,From 'Cash',"155,000",SYP,10.85,USD,موالح مزرعة
14/06/2026,حكيم,From 'Cash',"45,000",SYP,3.15,USD,مايونيز مزرعة
14/06/2026,Cash,To 'حكيم',"-350,000",SYP,-24.5,USD,بيجاما
14/06/2026,Cash,To 'حكيم',"-31,000",SYP,-2.17,USD,قنينة قزاز
14/06/2026,حكيم,From 'Cash',"350,000",SYP,24.5,USD,بيجاما
14/06/2026,حكيم,From 'Cash',"31,000",SYP,2.17,USD,قنينة قزاز
14/06/2026,Cash,Taxi,"-30,000",SYP,-2.1,USD,
14/06/2026,Cash,House,"-60,000",SYP,-4.2,USD,نقل
14/06/2026,Cash,Taxi,"-35,000",SYP,-2.45,USD,
14/06/2026,حكيم,To 'Cash',"-842,000",SYP,-58.94,USD,مزرعة
14/06/2026,حكيم,To 'Cash',"-80,000",SYP,-5.6,USD,راس بربيش بوظة
14/06/2026,Cash,From 'حكيم',"842,000",SYP,58.94,USD,مزرعة
14/06/2026,Cash,From 'حكيم',"80,000",SYP,5.6,USD,راس بربيش بوظة
15/06/2026,Cash,Home,"-17,500",SYP,-1.225,USD,خضرا
15/06/2026,Cash,Home,"-20,000",SYP,-1.4,USD,لبن
15/06/2026,Cash,Taxi,"-50,000",SYP,-3.5,USD,
15/06/2026,Cash,Home,"-245,000",SYP,-17.15,USD,حواضر
15/06/2026,Cash,Home,"-10,000",SYP,-0.7,USD,خبز
15/06/2026,حكيم,To 'Cash',"-10,000",SYP,-0.7,USD,خبز
15/06/2026,Cash,From 'حكيم',"10,000",SYP,0.7,USD,خبز
16/06/2026,Cash,Home,"-4,000",SYP,-0.28,USD,مي
17/06/2026,Cash,Taxi,"-30,000",SYP,-2.07,USD,
17/06/2026,Cash,House,"-32,000",SYP,-2.208,USD,لبن
17/06/2026,Cash,Taxi,"-25,000",SYP,-1.725,USD,
17/06/2026,Cash,Home,"-62,000",SYP,-4.278,USD,متفرقات
17/06/2026,Cash,Clothes,"-75,000",SYP,-5.175,USD,شورت
17/06/2026,Cash,Clothes,"-222,000",SYP,-15.318,USD,بيجاما
17/06/2026,Cash,Home,"-565,000",SYP,-38.985,USD,متفرقات
17/06/2026,Cash,Moony,"-200,000",SYP,-13.8,USD,متفرقات
17/06/2026,USD,To 'Cash',-100,USD,-100,USD,
17/06/2026,Cash,From 'USD',"1,430,000",SYP,100,USD,
18/06/2026,Cash,Eating out,"-45,000",SYP,-3.15,USD,ماليبو
18/06/2026,Cash,Entertainment,"-45,000",SYP,-3.15,USD,سواح
18/06/2026,حكيم,To 'Cash',"-90,000",SYP,-6.3,USD,ماليبو وسواح
18/06/2026,Cash,From 'حكيم',"90,000",SYP,6.3,USD,ماليبو وسواح
18/06/2026,USD,To 'حكيم دولار',-20,USD,-20,USD,بنزين
18/06/2026,حكيم دولار,From 'USD',20,USD,20,USD,بنزين
19/06/2026,Cash,Bills,"-29,000",SYP,-2.03,USD,
19/06/2026,Cash,Home,"-117,000",SYP,-8.19,USD,حواضر
19/06/2026,Cash,Eating out,"-118,000",SYP,-8.26,USD,كريسبي
19/06/2026,Cash,Entertainment,"-10,000",SYP,-0.7,USD,منتزه
19/06/2026,حكيم,To 'Cash',"-117,000",SYP,-8.19,USD,حواضر
19/06/2026,حكيم,To 'Cash',"-118,000",SYP,-8.26,USD,كريسبي
19/06/2026,حكيم,To 'Cash',"-10,000",SYP,-0.7,USD,منتزه
19/06/2026,Shop,To 'Cash',"-192,000",SYP,-13.44,USD,
19/06/2026,Cash,From 'حكيم',"117,000",SYP,8.19,USD,حواضر
19/06/2026,Cash,From 'حكيم',"118,000",SYP,8.26,USD,كريسبي
19/06/2026,Cash,From 'حكيم',"10,000",SYP,0.7,USD,منتزه
19/06/2026,Cash,From 'Shop',"192,000",SYP,13.44,USD,
19/06/2026,حكيم دولار,To 'USD',-20,USD,-20,USD,
19/06/2026,USD,To 'Cash',-120,USD,-120,USD,
19/06/2026,USD,From 'حكيم دولار',20,USD,20,USD,
19/06/2026,Cash,From 'USD',"1,692,000",SYP,120,USD,
20/06/2026,Cash,Communications,"-120,000",SYP,-8.4,USD,وحدات
20/06/2026,Cash,To 'حكيم',"-12,000",SYP,-0.84,USD,وحدات
20/06/2026,Cash,To 'محمد',"-60,000",SYP,-4.2,USD,وحدات
20/06/2026,حكيم,From 'Cash',"12,000",SYP,0.84,USD,وحدات
20/06/2026,محمد,From 'Cash',"60,000",SYP,4.2,USD,وحدات
20/06/2026,Cash,To 'New Cash',"-1,350,000",SYP,-94.5,USD,
20/06/2026,Cash,To 'حكيم',"-507,625",SYP,-35.533,USD,
20/06/2026,New Cash,From 'Cash',"13,500",ZWL,94.5,USD,
20/06/2026,حكيم,From 'Cash',"507,625",SYP,35.533,USD,
20/06/2026,Cash,Home,"-140,000",SYP,-9.8,USD,فواكي
20/06/2026,Cash,Home,"-30,000",SYP,-2.1,USD,متفرقات
20/06/2026,Cash,Shaving,"-90,000",SYP,-6.3,USD,
20/06/2026,حكيم,To 'Cash',"-80,000",SYP,-5.6,USD,حلاقة
20/06/2026,USD,To 'Cash',-100,USD,-100,USD,
20/06/2026,محمد,To 'Cash',"-180,000",SYP,-12.6,USD,
20/06/2026,Cash,From 'حكيم',"80,000",SYP,5.6,USD,حلاقة
20/06/2026,Cash,From 'USD',"1,420,000",SYP,100,USD,
20/06/2026,Cash,From 'محمد',"180,000",SYP,12.6,USD,
21/06/2026,Cash,Home,"-325,000",SYP,-22.75,USD,طاولة
21/06/2026,Cash,Health,"-150,000",SYP,-10.5,USD,دكتور
21/06/2026,Cash,Home,"-38,000",SYP,-2.66,USD,موالح
21/06/2026,Cash,Eating out,"-51,000",SYP,-3.57,USD,دجاجتي
21/06/2026,Cash,Entertainment,"-67,000",SYP,-4.69,USD,كاربون
21/06/2026,Cash,Sports,"-80,000",SYP,-5.6,USD,
21/06/2026,Cash,House,"-2,000",SYP,-0.14,USD,مي
21/06/2026,Cash,To 'حكيم',"-80,000",SYP,-5.6,USD,
21/06/2026,حكيم,From 'Cash',"80,000",SYP,5.6,USD,
21/06/2026,Cash,Clothes,"-270,000",SYP,-18.9,USD,شيال
21/06/2026,Cash,Clothes,"-94,000",SYP,-6.58,USD,بوكسرات
21/06/2026,Cash,Home,"-54,000",SYP,-3.78,USD,مراية
21/06/2026,Cash,Home,"-160,000",SYP,-11.2,USD,بوظة
21/06/2026,Cash,Home,"-10,000",SYP,-0.7,USD,لحمة
21/06/2026,Cash,Home,"-8,000",SYP,-0.56,USD,خيار
21/06/2026,Cash,Home,"-17,000",SYP,-1.19,USD,توست
21/06/2026,Cash,Clothes,"-160,000",SYP,-11.2,USD,كنزة
21/06/2026,Cash,Home,"-320,000",SYP,-22.4,USD,مول
21/06/2026,Cash,To 'موني',"-500,000",SYP,-35,USD,
21/06/2026,موني,To 'Cash',"-1,093,000",SYP,-76.51,USD,
21/06/2026,موني,From 'Cash',"500,000",SYP,35,USD,
21/06/2026,Cash,From 'موني',"1,093,000",SYP,76.51,USD,
22/06/2026,Cash,Home,"-66,000",SYP,-4.62,USD,لبن
23/06/2026,Cash,Home,"-2,000",SYP,-0.142,USD,مي
24/06/2026,Cash,Health,"-86,000",SYP,-6.278,USD,دوا
24/06/2026,Cash,Taxi,"-35,000",SYP,-2.555,USD,
24/06/2026,Cash,Gifts,"-465,000",SYP,-33.945,USD,عمورة ولالي
24/06/2026,Cash,Entertainment,"-130,000",SYP,-9.49,USD,بيت عربي
24/06/2026,Cash,Eating out,"-32,000",SYP,-2.336,USD,كروسان
24/06/2026,Cash,Taxi,"-55,000",SYP,-4.015,USD,
25/06/2026,Cash,Taxi,"-55,000",SYP,-4.125,USD,
25/06/2026,Cash,Taxi,"-40,000",SYP,-3,USD,
25/06/2026,Cash,Bills,"-20,000",SYP,-1.5,USD,
25/06/2026,Cash,Eating out,"-54,000",SYP,-4.05,USD,فروج
25/06/2026,Cash,Entertainment,"-50,000",SYP,-3.75,USD,سواح
25/06/2026,Cash,Taxi,"-75,000",SYP,-5.625,USD,
25/06/2026,Cash,To 'حكيم',"-54,000",SYP,-4.05,USD,فروج
25/06/2026,حكيم,To 'Cash',"-50,000",SYP,-3.75,USD,سواح
25/06/2026,حكيم,To 'Cash',"-20,000",SYP,-1.5,USD,جوز هند
25/06/2026,USD,To 'Cash',-100,USD,-100,USD,
25/06/2026,حكيم,From 'Cash',"54,000",SYP,4.05,USD,فروج
25/06/2026,Cash,From 'حكيم',"50,000",SYP,3.75,USD,سواح
25/06/2026,Cash,From 'حكيم',"20,000",SYP,1.5,USD,جوز هند
25/06/2026,Cash,From 'USD',"1,320,000",SYP,100,USD,
26/06/2026,Cash,Bills,"-77,200",SYP,-5.79,USD,
26/06/2026,Cash,To 'New Cash',"-232,500",SYP,-17.437,USD,
26/06/2026,New Cash,From 'Cash',"2,325",ZWL,17.437,USD,
27/06/2026,Cash,Health,"-165,000",SYP,-12.705,USD,دوا
27/06/2026,Cash,YYY,"-104,000",SYP,-8.008,USD,
27/06/2026,Cash,Home,"-36,000",SYP,-2.772,USD,عصير
27/06/2026,New Cash,To 'Cash',"-11,300",ZWL,-87.258,USD,
27/06/2026,Cash,From 'New Cash',"1,130,000",SYP,87.258,USD,
28/06/2026,Cash,House,"-120,000",SYP,-9.36,USD,كاتو
28/06/2026,Cash,Taxi,"-30,000",SYP,-2.34,USD,
28/06/2026,Cash,House,"-22,000",SYP,-1.716,USD,زيت
28/06/2026,Cash,House,"-3,000",SYP,-0.234,USD,مي
28/06/2026,Cash,Home,"-15,000",SYP,-1.17,USD,خبز
28/06/2026,Cash,To 'Shop',"-500,000",SYP,-39,USD,
28/06/2026,حكيم,To 'Cash',"-40,000",SYP,-3.12,USD,مي وزيت وخبز
28/06/2026,Shop,From 'Cash',"500,000",SYP,39,USD,
28/06/2026,Cash,From 'حكيم',"40,000",SYP,3.12,USD,مي وزيت وخبز
29/06/2026,Cash,House,"-111,000",SYP,-8.325,USD,كهربا
29/06/2026,Cash,Home,"-46,000",SYP,-3.45,USD,خضرا
29/06/2026,Cash,Home,"-79,000",SYP,-5.925,USD,بسكوت
29/06/2026,Cash,Home,"-20,000",SYP,-1.5,USD,لبن
29/06/2026,Cash,Home,"-16,500",SYP,-1.237,USD,معطر
29/06/2026,Cash,Sports,"-40,000",SYP,-3,USD,
29/06/2026,حكيم,To 'Cash',"-111,000",SYP,-8.325,USD,كهربا
29/06/2026,حكيم,To 'Cash',"-40,000",SYP,-3,USD,ملعب
29/06/2026,Cash,From 'حكيم',"111,000",SYP,8.325,USD,كهربا
29/06/2026,Cash,From 'حكيم',"40,000",SYP,3,USD,ملعب
30/06/2026,Cash,To 'حكيم',"-12,000",SYP,-0.9,USD,وحدات
30/06/2026,Shop,To 'Cash',"-12,000",SYP,-0.9,USD,
30/06/2026,حكيم,From 'Cash',"12,000",SYP,0.9,USD,وحدات
30/06/2026,Cash,From 'Shop',"12,000",SYP,0.9,USD,
30/06/2026,Cash,Eating out,"-85,000",SYP,-6.375,USD,فطاير
30/06/2026,New Cash,To 'Cash',-800,ZWL,-6.037,USD,
30/06/2026,Cash,From 'New Cash',"80,000",SYP,6.037,USD,
01/07/2026,USD,Salary,"2,200",USD,"2,200",USD,
01/07/2026,USD,Bills,-22,USD,-22,USD,تحويل
01/07/2026,Cash,Taxi,"-70,000",SYP,-5.39,USD,
01/07/2026,Cash,Taxi,"-20,000",SYP,-1.54,USD,
01/07/2026,Cash,Home,"-210,000",SYP,-16.17,USD,حواضر
01/07/2026,Cash,Taxi,"-20,000",SYP,-1.54,USD,
01/07/2026,Cash,Home,"-10,000",SYP,-0.77,USD,توست
01/07/2026,Cash,Taxi,"-50,000",SYP,-3.85,USD,
01/07/2026,Cash,Home,"-129,000",SYP,-9.933,USD,متفرقات
01/07/2026,Cash,YYY,"-77,000",SYP,-5.929,USD,معسل
01/07/2026,USD,House,-300,USD,-300,USD,
01/07/2026,USD,Moony,-300,USD,-300,USD,
01/07/2026,USD,To 'Cash',-78,USD,-78,USD,
01/07/2026,Cash,From 'USD',"1,014,000",SYP,78,USD,
02/07/2026,Cash,YYY,"-34,000",SYP,-2.618,USD,معسل
02/07/2026,Cash,Home,"-28,000",SYP,-2.156,USD,متفرقات
02/07/2026,USD,To 'Cash',-100,USD,-100,USD,
02/07/2026,Cash,From 'USD',"1,280,000",SYP,100,USD,
02/07/2026,Cash,To 'New Cash',"-1,566,000",SYP,-120.582,USD,
02/07/2026,New Cash,From 'Cash',"15,660",ZWL,120.582,USD,
03/07/2026,Cash,Gifts,"-200,000",SYP,-15.4,USD,ايهم
03/07/2026,Cash,Taxi,"-54,000",SYP,-4.158,USD,
03/07/2026,Cash,Eating out,"-340,000",SYP,-26.18,USD,كوك دور
03/07/2026,Cash,Home,"-1,273,000",SYP,-98.021,USD,مول
03/07/2026,Cash,YYY,"-36,000",SYP,-2.772,USD,معسل
03/07/2026,Cash,To 'محمد',"-100,000",SYP,-7.7,USD,وحدات
03/07/2026,Shop,To 'Cash',"-100,000",SYP,-7.7,USD,
03/07/2026,محمد,From 'Cash',"100,000",SYP,7.7,USD,وحدات
03/07/2026,Cash,From 'Shop',"100,000",SYP,7.7,USD,
04/07/2026,Cash,Home,"-36,000",SYP,-2.772,USD,متبل
04/07/2026,Cash,Moony,"-57,000",SYP,-4.389,USD,رموش
04/07/2026,Cash,Health,"-83,000",SYP,-6.391,USD,دوا
04/07/2026,Cash,Home,"-263,000",SYP,-20.251,USD,مول
04/07/2026,Cash,Home,"-110,000",SYP,-8.47,USD,بوظة
04/07/2026,Cash,Home,"-28,000",SYP,-2.156,USD,خبز
04/07/2026,Cash,Home,"-46,000",SYP,-3.542,USD,منظفات
04/07/2026,Cash,Entertainment,"-30,000",SYP,-2.31,USD,سواح
04/07/2026,Cash,Eating out,"-130,000",SYP,-10.01,USD,مندي
04/07/2026,Cash,Home,"-30,000",SYP,-2.31,USD,مزيتة
04/07/2026,Cash,Home,"-62,000",SYP,-4.774,USD,بوظة وشيبس
04/07/2026,Cash,YYY,"-90,000",SYP,-6.93,USD,معسل
04/07/2026,USD,To 'Cash',-200,USD,-200,USD,
04/07/2026,Cash,To 'حكيم',"-95,000",SYP,-7.315,USD,معسل
04/07/2026,حكيم,To 'Cash',"-160,000",SYP,-12.32,USD,مندي وسواح
04/07/2026,New Cash,To 'Cash',"-12,320",ZWL,-94.408,USD,
04/07/2026,Cash,From 'USD',"2,560,000",SYP,200,USD,
04/07/2026,حكيم,From 'Cash',"95,000",SYP,7.315,USD,معسل
04/07/2026,Cash,From 'حكيم',"160,000",SYP,12.32,USD,مندي وسواح
04/07/2026,Cash,From 'New Cash',"1,232,000",SYP,94.408,USD,
05/07/2026,Cash,Taxi,"-70,000",SYP,-5.39,USD,
05/07/2026,Cash,House,"-56,000",SYP,-4.312,USD,لبن
05/07/2026,Cash,Communications,"-235,000",SYP,-18.095,USD,انترنت حرستا
05/07/2026,Cash,House,"-150,000",SYP,-11.55,USD,غاز
05/07/2026,Cash,Entertainment,"-200,000",SYP,-15.4,USD,مباراة مهرجان
05/07/2026,Cash,Sports,"-30,000",SYP,-2.31,USD,
05/07/2026,Cash,Gifts,"300,000",SYP,23.1,USD,ياسين
05/07/2026,Cash,Clothes,"-250,000",SYP,-19.25,USD,تياب
05/07/2026,Cash,Home,"-200,000",SYP,-15.4,USD,صحون
05/07/2026,Cash,Home,"-35,000",SYP,-2.695,USD,توست
05/07/2026,Cash,Home,"-40,000",SYP,-3.08,USD,كاكاو
05/07/2026,حكيم,To 'Cash',"-471,000",SYP,-36.267,USD,ملعب ولبن وغاز ونت
05/07/2026,Cash,To 'حكيم',"-200,000",SYP,-15.4,USD,مباراة مهرجان
05/07/2026,موني,To 'Cash',"-525,000",SYP,-40.425,USD,
05/07/2026,Shop,To 'Cash',"-550,000",SYP,-42.35,USD,
05/07/2026,Cash,To 'حكيم',"-21,000",SYP,-1.617,USD,غوفر
05/07/2026,Cash,To 'موني',"-150,000",SYP,-11.55,USD,ارضي برزة
05/07/2026,Cash,From 'حكيم',"471,000",SYP,36.267,USD,ملعب ولبن وغاز ونت
05/07/2026,حكيم,From 'Cash',"200,000",SYP,15.4,USD,مباراة مهرجان
05/07/2026,Cash,From 'موني',"525,000",SYP,40.425,USD,
05/07/2026,Cash,From 'Shop',"550,000",SYP,42.35,USD,
05/07/2026,حكيم,From 'Cash',"21,000",SYP,1.617,USD,غوفر
05/07/2026,موني,From 'Cash',"150,000",SYP,11.55,USD,ارضي برزة
06/07/2026,Cash,Clothes,"-120,000",SYP,-9.24,USD,كنزة
06/07/2026,Cash,Entertainment,"-70,000",SYP,-5.39,USD,دخولية مهرجان
06/07/2026,Cash,Entertainment,"-126,000",SYP,-9.702,USD,مشروبات
06/07/2026,Cash,Eating out,"-75,000",SYP,-5.775,USD,كريسبي
06/07/2026,حكيم,To 'Cash',"-195,000",SYP,-15.015,USD,مشروبات مهرجان
06/07/2026,Cash,To 'حكيم',"-70,000",SYP,-5.39,USD,دخولية مهرجان
06/07/2026,Cash,From 'حكيم',"195,000",SYP,15.015,USD,مشروبات مهرجان
06/07/2026,حكيم,From 'Cash',"70,000",SYP,5.39,USD,دخولية مهرجان
07/07/2026,Cash,Home,"-95,000",SYP,-7.315,USD,منظفات
07/07/2026,Cash,Home,"-40,000",SYP,-3.08,USD,متفرقات
08/07/2026,Cash,Taxi,"-55,000",SYP,-4.235,USD,
08/07/2026,Cash,Babies,"-210,000",SYP,-16.17,USD,العاب
08/07/2026,Cash,Home,"-60,000",SYP,-4.62,USD,مول
08/07/2026,USD,Gifts,56,USD,56,USD,مرشد
08/07/2026,Cash,Babies,"-180,000",SYP,-13.86,USD,
08/07/2026,Cash,Home,"-70,000",SYP,-5.39,USD,فواكي
08/07/2026,Cash,Home,"-25,000",SYP,-1.925,USD,خضرا
08/07/2026,Cash,Home,"-14,000",SYP,-1.078,USD,جبنة
08/07/2026,Cash,Taxi,"-55,000",SYP,-4.235,USD,
08/07/2026,USD,To 'Cash',-100,USD,-100,USD,
08/07/2026,Cash,From 'USD',"1,300,000",SYP,100,USD,
09/07/2026,Cash,Home,"-31,000",SYP,-2.387,USD,خبز وبيض ومي
10/07/2026,Cash,YYY,"-90,000",SYP,-6.93,USD,معسل
10/07/2026,Cash,Home,"-85,000",SYP,-6.545,USD,حلويات
10/07/2026,حكيم,To 'Cash',"-85,000",SYP,-6.545,USD,حلويات
